,id_solicitante,nombre,apellido,familia_numerosa,edad_hijo,trabaja_hijo
8475,8476,Sandy,Lesaca,True,24,True
8476,8477,Santiago Felipe,Uzcudun,False,,
8477,8478,Segundo Carlos,Erdoiza,True,23,False
8478,8479,Sisinio,Ticona,True,18,
8479,8480,Victor Jorge,Illamola,True,22,False
8480,8481,Victor Salvador,Castander,True,21,False
8481,8482,William Robert,Martret,False,,
8482,8483,Zinoviy,Vello,False,,
8483,8484,Abdelbaki,Lobos,False,,
8484,8485,Adrian Carlos,Mondragon,True,16,
8485,8486,Adrian Rafael,Comenge,True,16,
8486,8487,Agustin Andres,Esplugas,True,21,True
8487,8488,Alan Robert,Biencinto,True,23,True
8488,8489,Angel Polivio,Ortu√Ëo,True,25,False
8489,8490,Angel Roman,Dorna,False,,
8490,8491,Angel Serafin,Botea,True,21,False
8491,8492,Antonio Eusebio,Mus,False,,
8492,8493,Antonio Yeray,El Bakouri,False,,
8493,8494,Astor,Lacambra,True,20,
8494,8495,Awais,Yepes,False,,
8495,8496,Bartlomiej,Echanove,False,,
8496,8497,Benone,Cagigas,True,21,True
8497,8498,Bentejui,Bucheli,False,,
8498,8499,Brayan Stiven,Espiga,False,,
8499,8500,Brian Edward,Boquete,True,22,False
8500,8501,Byron Patricio,Nef,True,22,False
8501,8502,Carlos Hector,Gorricho,True,25,False
8502,8503,Cesar Juan,Mostaza,True,21,True
8503,8504,Charif,Sotil,False,,
8504,8505,Collins,Arona,True,16,
8505,8506,Constantin Ciprian,Sayol,True,19,
8506,8507,Constantin Sorin,Cuerva,True,19,
8507,8508,Darius Andrei,Genchev,False,,
8508,8509,Dimitre,Zango,False,,
8509,8510,Domnino,Valentinova,True,17,
8510,8511,Dumitru Florin,Sotero,True,19,
8511,8512,Edmon,Franzon,False,,
8512,8513,El Houari,Maxim,False,,
8513,8514,Encarnacion,Rubial,True,25,False
8514,8515,Enekoitz,Lazo,False,,
8515,8516,Enrike,Montalar,False,,
8516,8517,Eumenio,Ibarbia,False,,
8517,8518,Eusebio Antonio,Amarillo,True,19,
8518,8519,Faiz,Deutsch,True,15,
8519,8520,Fernando Diego,Rubinat,False,,
8520,8521,Friedhelm,Beiro,True,17,
8521,8522,Gheorghe Vasile,Somoza,False,,
8522,8523,Gian Franco,Pilatasig,False,,
8523,8524,Gurdeep,Ecay,False,,
8524,8525,Gustavo Carlos,Villarta,False,,
8525,8526,Hadrian,Arequipa,True,25,True
8526,8527,Hamilton,Zuazo,True,25,False
8527,8528,Iman,Muros,False,,
8528,8529,Israel Antonio,Bayas,False,,
8529,8530,Ivanov,Abenia,False,,
8530,8531,Juan Gilberto,Eceolaza,False,,
8531,8532,Julio Agustin,Leguina,False,,
8532,8533,Julio Jorge,Valdizan,False,,
8533,8534,Julio Martin,Serroukh,True,18,
8534,8535,Kelian,El Harchaoui,True,21,False
8535,8536,Kevin Alexis,Garcia De Blas,True,17,
8536,8537,Leonardo Martin,Argelaguet,False,,
8537,8538,Liberio,Amer,True,17,
8538,8539,Lorenzo Juan,Osorio,True,24,False
8539,8540,Luis Efrain,Azparren,False,,
8540,8541,Malaquias,Berea,True,24,True
8541,8542,Manuel Simon,Sadki,False,,
8542,8543,Martin Alonso,Vallmitjana,False,,
8543,8544,Matias Manuel,Sintas,True,19,
8544,8545,Mauricio Alexander,Also,True,20,
8545,8546,Mihai Valentin,Rivilla,True,22,True
8546,8547,Mijail,Poderoso,True,18,
8547,8548,Momchil,Garbi,False,,
8548,8549,Naresh,Darne,True,15,
8549,8550,Nelson Andres,Niembro,True,21,True
8550,8551,Nouhoum,Tortajada,True,23,True
8551,8552,Oscar Joaquin,Rubira,True,23,False
8552,8553,Pablo Fabian,Villadoniga,False,,
8553,8554,Pablo Mariano,Muedra,False,,
8554,8555,Patrici,Farrarons,False,,
8555,8556,Pedro Abel,Lines,False,,
8556,8557,Pergentino,Stephan,False,,
8557,8558,Peter Edward,Urkola,False,,
8558,8559,Petyo,Coimbra,True,18,
8559,8560,Rafael Carmelo,Baciero,False,,
8560,8561,Ricardo Cesar,Papp,False,,
8561,8562,Ricardo Emilio,Prio,True,20,
8562,8563,Richard Antonio,Sejas,False,,
8563,8564,Rochdi,Bozo,True,18,
8564,8565,Sander,Sarri,False,,
8565,8566,Santiago Jorge,Fragiel,True,20,
8566,8567,Saverio,Defez,False,,
8567,8568,Sergio Omar,Odeh,True,15,
8568,8569,Tiberio,Munuera,False,,
8569,8570,Viatcheslav,Concha,False,,
8570,8571,Xiaojie,Sivill,False,,
8571,8572,Zhong,Benomar,False,,
8572,8573,Adan Jesus,Ubierna,False,,
8573,8574,Agustin Ignacio,Unamuno,False,,
8574,8575,Aitami,Sakho,False,,
8575,8576,Akbar,De La Viuda,True,15,
8576,8577,Alin Marius,Magrane,False,,
8577,8578,Antimo,Vito,False,,
8578,8579,Antonio Alonso,Babiano,False,,
8579,8580,Antonio Fidel,Justel,True,21,False
8580,8581,Antonio Gaspar,Mariblanca,True,16,
8581,8582,Antonio Serafin,Marias,True,18,
8582,8583,Aurimas,Landete,True,17,
8583,8584,Badar,Pa√Ëo,True,24,False
8584,8585,Bolivar,Zajara,False,,
8585,8586,Brian Thomas,Erdociain,False,,
8586,8587,Camilo Antonio,Portell,True,19,
8587,8588,Candelas,Nigorra,True,21,True
8588,8589,Carlos Alvaro,Campi√Ëez,False,,
8589,8590,Castulo,Benaisa,False,,
8590,8591,Catalin Ioan,Espinosa De Los Monteros,False,,
8591,8592,Cecilio Manuel,Tavira,True,20,
8592,8593,Claudiu Gabriel,Lorea,False,,
8593,8594,Claudiu Nicolae,Pesta√Ëa,False,,
8594,8595,Cosmin Constantin,Carcas,False,,
8595,8596,Da,De Elias,False,,
8596,8597,Daniel Augusto,Illodo,False,,
8597,8598,Darko,Circu,True,23,True
8598,8599,David Mark,Calahorro,False,,
8599,8600,Diego Ernesto,Iriondo,False,,
8600,8601,Edgar Daniel,Culla,True,23,True
8601,8602,Edison Eduardo,Garcia Tenorio,True,23,True
8602,8603,Eduardo Roberto,Ilarraza,True,16,
8603,8604,Edward James,Segu,False,,
8604,8605,Enrique Ricardo,Foruria,True,18,
8605,8606,Eugenio David,Reinaldos,True,16,
8606,8607,Fermin Manuel,Lia√Ëez,False,,
8607,8608,Fernando Damian,Alvarez,False,,
8608,8609,Fernando Mario,Valero,False,,
8609,8610,Francisco Alexander,Baquero,False,,
8610,8611,Francisco Eusebio,Jadan,False,,
8611,8612,Fulgencio Jose,Perez De Obanos,True,19,
8612,8613,Gabriel Ioan,Tonato,False,,
8613,8614,Gheorghe Alexandru,Legua,False,,
8614,8615,Gilson,Albiar,False,,
8615,8616,Gines Miguel,Nedelcheva,True,15,
8616,8617,Gonzalo Alejandro,Oros,False,,
8617,8618,Guang,Lerga,False,,
8618,8619,Hector Alfredo,Veguillas,False,,
8619,8620,Hugo Armando,Menudo,False,,
8620,8621,Humberto Jesus,Alises,False,,
8621,8622,Ilyasse,Tarrias,True,17,
8622,8623,I√Ëaki Mirena,Cerrada,True,17,
8623,8624,Isaac Francisco,Alunda,True,18,
8624,8625,Jacinto Miguel,Llamas,True,22,True
8625,8626,Javier Adolfo,Bochons,False,,
8626,8627,Jesus Alexander,Rosario,False,,
8627,8628,Jhonny Alexander,Regadera,False,,
8628,8629,Jim,Toubes,True,17,
8629,8630,Joan Jesus,Altieri,True,18,
8630,8631,Joao Vitor,Wilson,False,,
8631,8632,Joaquim Jose,De Mateo,True,18,
8632,8633,Joaquin Jorge,Pursals,True,16,
8633,8634,Joel Jose,Fernandez Miranda,False,,
8634,8635,John Carlos,Melero,False,,
8635,8636,Jorge Valentin,Macarulla,True,25,True
8636,8637,Jose Abilio,Madico,True,23,False
8637,8638,Jose Adriano,Sierras,False,,
8638,8639,Jose Filipe,Castrillejo,True,23,False
8639,8640,Justo Francisco,Krause,False,,
8640,8641,Kevin Gabriel,Zamfir,False,,
8641,8642,Khan,Suano,True,21,True
8642,8643,Leif,Pedruelo,True,18,
8643,8644,Leroy,Morgade,True,18,
8644,8645,Luciano Antonio,Olivencia,True,21,True
8645,8646,Luis Benjamin,Andina,True,18,
8646,8647,Marcelo Alberto,Adanez,True,15,
8647,8648,Mario Esteban,Vigil Escalera,True,20,
8648,8649,Mark Edward,Pinna,False,,
8649,8650,Miguel Alvaro,Beser,False,,
8650,8651,Miguel Pascual,Condoy,True,23,False
8651,8652,Mikeldi,Urbizu,True,23,True
8652,8653,Milton Fabian,Junco,False,,
8653,8654,Mirza,Balmon,True,15,
8654,8655,Mohamed Achraf,Chikhi,True,19,
8655,8656,Mouhsin,Correderas,True,21,True
8656,8657,Naceur,Goirigolzarri,False,,
8657,8658,Natxo,Tent,False,,
8658,8659,Nestor Alejandro,Santalices,False,,
8659,8660,Nicolas Santiago,Hungria,True,18,
8660,8661,Olai,Berrendo,False,,
8661,8662,Omar Alexander,Closa,True,16,
8662,8663,Oscar Tomas,Ciriano,True,17,
8663,8664,Pape,Videgain,True,21,False
8664,8665,Pascual Miguel,Brazal,False,,
8665,8666,Patxi Joseba,Ojeda,True,19,
8666,8667,Pedro Jacinto,Almenar,True,19,
8667,8668,Petronel,Cividanes,False,,
8668,8669,Prakash,Irles,False,,
8669,8670,Ramon Tomas,Patino,True,18,
8670,8671,Robert Joseph,Orive,True,25,False
8671,8672,Roberto Tomas,Bermeo,True,16,
8672,8673,Ruben Maria,Garzo,True,20,
8673,8674,Salvador Alejandro,Cuso,False,,
8674,8675,Sebastian Angel,Galea,False,,
8675,8676,Sergio Emilio,Parreu,False,,
8676,8677,Sergio Joaquin,Orosa,False,,
8677,8678,Sergio Pedro,Quelle,False,,
8678,8679,Soren,Begara,False,,
8679,8680,Stephen David,Ijalba,True,16,
8680,8681,Steven Alexander,Wan,True,21,False
8681,8682,Stuart James,Urdampilleta,False,,
8682,8683,Tomas Alfonso,Merchante,False,,
8683,8684,Tulio,Navacerrada,True,23,False
8684,8685,Valentin Jesus,Nasri,True,23,True
8685,8686,Wilfred,Mezei,True,16,
8686,8687,Xiaoming,Plasencia,True,18,
8687,8688,Yusein,Cordeiro,True,21,False
8688,8689,Abdelati,El Makhloufi,True,18,
8689,8690,Abel Francisco,Girbes,True,18,
8690,8691,Adrian Nicolas,Chale,False,,
8691,8692,Alberto Ricardo,Carde√Ëoso,False,,
8692,8693,Alejandro Borja,Cristino,False,,
8693,8694,Alfonso Alejandro,Lehbib,False,,
8694,8695,Anatolii,Cazalla,False,,
8695,8696,Angel Aurelio,Montecinos,False,,
8696,8697,Angel Blas,Fonte,False,,
8697,8698,Angel Samuel,Menarguez,True,18,
8698,8699,Antonello,Riverola,True,17,
8699,8700,Bennaceur,Huacon,False,,
8700,8701,Carlos Alexandre,Florentin,False,,
8701,8702,Cesar Roberto,Holden,False,,
8702,8703,Christian Miguel,Ere√Ëo,False,,
8703,8704,Cristian Sebastian,Areny,True,17,
8704,8705,Daniel Ionel,Cabodevilla,False,,
8705,8706,Denis Alexandru,Mera,False,,
8706,8707,Edgar Alejandro,Sicilia,False,,
8707,8708,Edwin Fabian,Marzana,False,,
8708,8709,Evaristo Manuel,Latre,True,23,False
8709,8710,Felipe Fernando,Garcia Saavedra,True,23,False
8710,8711,Fernando Alfredo,Prian,True,19,
8711,8712,Fernando Eugenio,Hay,False,,
8712,8713,Fernando Rodrigo,Arcarazo,False,,
8713,8714,Fouzi,Bereciartu,True,25,False
8714,8715,Guillermo Fernando,Venegas,False,,
8715,8716,Gustavo Marcelo,Aguado,False,,
8716,8717,Hans Gunter,Vallespi,True,22,True
8717,8718,Hans Ulrich,Navines,True,21,True
8718,8719,Haruna,Marchante,False,,
8719,8720,Henry Alexander,Izcara,False,,
8720,8721,Henry Paul,Guaillas,True,18,
8721,8722,Ignacio Pablo,Engonga,False,,
8722,8723,Iker Manuel,Merizalde,True,23,True
8723,8724,Ion Alexandru,Lamigueiro,False,,
8724,8725,Isidro Luis,Beriain,True,20,
8725,8726,Ivan Alfonso,Stampa,False,,
8726,8727,Jacobo Manuel,Moralo,False,,
8727,8728,Jaime Agustin,Campusano,True,20,
8728,8729,Jaime Ricardo,Liberal,False,,
8729,8730,James Thomas,Jardiel,True,16,
8730,8731,Janis,Villon,True,18,
8731,8732,Javier Roberto,Gaina,True,23,True
8732,8733,Jhon James,Sanchez Palencia,False,,
8733,8734,Joan Pol,Boudaoud,False,,
8734,8735,Joan Xavier,Macazaga,True,21,False
8735,8736,Joao Batista,Amenedo,False,,
8736,8737,John Sebastian,Vi√Ëado,True,19,
8737,8738,Jonathan Miguel,Sanchez Arjona,False,,
8738,8739,Jordi Manuel,Escauriaza,False,,
8739,8740,Jorge Mariano,Navarlaz,False,,
8740,8741,Jose Agapito,Alberich,False,,
8741,8742,Jose Altagracia,Gogu,True,22,False
8742,8743,Julio Domingo,Sadiki,True,15,
8743,8744,Lassine,Migens,False,,
8744,8745,Lutgardo,Pi√Ëuela,False,,
8745,8746,Malam,Cenarruzabeitia,True,20,
8746,8747,Manuel Isidoro,Bartulos,True,24,True
8747,8748,Manuel Orlando,Kortabarria,True,25,False
8748,8749,Marcelo Gustavo,Coru√Ëa,True,15,
8749,8750,Mariano Ramon,Tagua,True,24,False
8750,8751,Marius Ion,Puiu,True,23,False
8751,8752,Martin Emilio,Sauciuc,True,20,
8752,8753,Michelangelo,Ventas,False,,
8753,8754,Mouhamadou Lamine,Romon,False,,
8754,8755,Niklas,Barraca,False,,
8755,8756,Oprea,Otalvaro,False,,
8756,8757,Paul Andrei,Visier,False,,
8757,8758,Pedro Israel,Munar,False,,
8758,8759,Pilar,Basabe,False,,
8759,8760,Quique,Rejas,False,,
8760,8761,Radu Ioan,Crevillen,True,24,True
8761,8762,Ramon Felipe,Quiles,False,,
8762,8763,Ramon Felix,Cortegoso,True,24,False
8763,8764,Ricardo Ivan,Bragulat,True,21,True
8764,8765,Rito,Bele√Ëa,False,,
8765,8766,Roberto Ignacio,Alvelo,True,16,
8766,8767,Rodolfo Javier,Tosun,True,20,
8767,8768,Roman Jose,Felices,True,18,
8768,8769,Sanjay,Rodila,True,23,False
8769,8770,Talal,Perlaza,True,18,
8770,8771,Tomas Aquino,Pampanas,False,,
8771,8772,Valentin Ionut,Hartley,True,21,True
8772,8773,William Joseph,Cora,False,,
8773,8774,Yavor,Parr,True,20,
8774,8775,Yousaf,Artidiello,True,16,
8775,8776,Zaharia,Prieto,True,15,
8776,8777,Zakariyae,Fonolla,False,,
8777,8778,Agustin Rafael,Dolera,False,,
8778,8779,Aimen,Ugal,False,,
8779,8780,Alejandro Julian,Cerquera,False,,
8780,8781,Alex Paul,Balasoiu,True,25,False
8781,8782,Alexandre Miguel,Cristancho,False,,
8782,8783,Alvin,Aguedo,True,19,
8783,8784,Amaranto,Garcia De Leon,True,16,
8784,8785,Angel Marcelo,Cuaresma,True,15,
8785,8786,Antonio Agusti,Toldos,True,22,False
8786,8787,Arturo Alejandro,Belea,True,24,False
8787,8788,Artyom,Ciriero,False,,
8788,8789,Arun,Gaja,False,,
8789,8790,Arvydas,Mojio,True,19,
8790,8791,Aventino,Socuellamos,True,19,
8791,8792,Bela,Iqbal,False,,
8792,8793,Benardino,Uribarren,False,,
8793,8794,Boujema,Arniz,True,23,False
8794,8795,Brian Robert,Almudever,False,,
8795,8796,Choukri,Bembibre,True,21,False
8796,8797,Constantin Bogdan,El Baroudi,True,22,True
8797,8798,David Valentin,Babiloni,True,23,False
8798,8799,Diakaridia,Perurena,True,21,True
8799,8800,Dobromir,Vasiu,True,19,
8800,8801,Edwin Antonio,Manchado,False,,
8801,8802,Edwin Marcelo,Buigues,False,,
8802,8803,Edwin Mauricio,Arroyal,False,,
8803,8804,Emilio Santiago,Taravilla,True,22,True
8804,8805,Evaldas,Secall,False,,
8805,8806,Faraji,Carlos,True,16,
8806,8807,Francisco Cruz,Lopez De Bri√Ëas,True,25,False
8807,8808,Gaspar Manuel,Gil De Pareja,True,18,
8808,8809,George Marius,Perote,False,,
8809,8810,Gonzalo Fernando,Sensada,True,23,False
8810,8811,Gratiniano,Torrecilla,False,,
8811,8812,Guayre,Uribarren,True,16,
8812,8813,Hamou,Lizundia,False,,
8813,8814,Hugo Rafael,Arzallus,False,,
8814,8815,Ioan Sebastian,Janoher,False,,
8815,8816,Ivor,Pesquer,True,19,
8816,8817,Jafet,Serghini,False,,
8817,8818,Javier Augusto,Outeiri√Ëo,False,,
8818,8819,Jesus Leonardo,Farrerons,True,15,
8819,8820,Jianguang,Segura,False,,
8820,8821,Jose Henrique,Anillo,False,,
8821,8822,Jose Nestor,Comba,True,21,False
8822,8823,Jose Noel,Segrelles,True,20,
8823,8824,Jose Victorino,Piorno,True,15,
8824,8825,Juan Eulogio,Rosquete,False,,
8825,8826,Juan Norberto,Trevilla,True,22,True
8826,8827,Juan Octavio,Elizari,False,,
8827,8828,Juan Paulo,Puigfel,False,,
8828,8829,Juan Yeray,Ceferino,False,,
8829,8830,Julio Armando,Urzay,False,,
8830,8831,Julio Ivan,Hostalet,False,,
8831,8832,Justo Pastor,Murillo,True,19,
8832,8833,Kalifa,Del Buey,True,20,
8833,8834,Karamoko,Massegu,True,19,
8834,8835,Kelly,Via,False,,
8835,8836,Laurea,Porro,True,25,False
8836,8837,Leonardo Miguel,Alutiz,True,22,True
8837,8838,Licesio,Baello,False,,
8838,8839,Luis Claudio,Migens,False,,
8839,8840,Manuel Luciano,Naydenov,False,,
8840,8841,Marco Manuel,Pines,False,,
8841,8842,Mark William,Arriero,True,21,False
8842,8843,Mauricio Alberto,Okoye,False,,
8843,8844,Meziane,Adelantado,False,,
8844,8845,Miguel Armando,Triguero,False,,
8845,8846,Miguel Roberto,Simba√Ëa,True,16,
8846,8847,Miquel Sants,Lizarbe,False,,
8847,8848,Mohamed El Amine,Carne,True,24,False
8848,8849,Nasr Eddine,Tomey,True,23,True
8849,8850,Nichel,Pomposo,False,,
8850,8851,Nicolae Vasile,Colubi,True,19,
8851,8852,Pablo Gonzalo,El Fassi,False,,
8852,8853,Pablo Oscar,Olaechea,False,,
8853,8854,Paulo Fernando,Nardiz,True,20,
8854,8855,Pedro Isidro,Freile,False,,
8855,8856,Pedro Roman,Lueiro,True,22,True
8856,8857,Rafael Mariano,Da Luz,False,,
8857,8858,Ramiro Jesus,Enrile,False,,
8858,8859,Raul Ivan,Puyal,False,,
8859,8860,Raul Sebastian,Marcello,True,25,True
8860,8861,Raza,Urionabarrenechea,True,19,
8861,8862,Regis,Vic,False,,
8862,8863,Robert Florin,Parafita,True,18,
8863,8864,Roberto Vicente,Cebas,True,21,True
8864,8865,Rogelio Jesus,Perestelo,True,21,True
8865,8866,Roly,Hamdan,False,,
8866,8867,Rommel,Osaro,True,20,
8867,8868,Ruben Ignacio,Toaza,True,24,True
8868,8869,Salvador Andres,Enri,True,15,
8869,8870,Samuel Enrique,Heras,False,,
8870,8871,Saul Jose,Magda,False,,
8871,8872,Sergio Augusto,Illobre,False,,
8872,8873,Shah,Armstrong,True,19,
8873,8874,Shaukat,Arteseros,True,25,False
8874,8875,Teodoro Jesus,Villadangos,False,,
8875,8876,Tomas Santiago,Notivoli,True,20,
8876,8877,Vasco,Relucio,False,,
8877,8878,Vasile Nicolae,Villacorta,True,25,True
8878,8879,Victor Gonzalo,Doello,True,18,
8879,8880,Xoan Xose,Herbella,False,,
8880,8881,Yasen,Nan,False,,
8881,8882,Yifan,Regordan,False,,
8882,8883,Acher,Donas,False,,
8883,8884,Adem,Cerro,True,19,
8884,8885,Ajmal,Tejado,True,23,True
8885,8886,Aketx,Salo,True,15,
8886,8887,Alberto Julio,Martin Albo,True,16,
8887,8888,Alejandro Marcelo,Martin Buitrago,True,18,
8888,8889,Aleksi,Cerrada,False,,
8889,8890,Alexandre Manuel,Quintin,False,,
8890,8891,Alexandru Iulian,Mielgo,False,,
8891,8892,Alexandru Sorin,Garmilla,True,17,
8892,8893,Alexis Antonio,Renilla,True,21,False
8893,8894,Andres Agustin,Oro,True,23,False
8894,8895,Antonio Isidoro,Cortecero,False,,
8895,8896,Auritz,Ibargoyen,False,,
8896,8897,Aytami,Montalbo,False,,
8897,8898,Bassou,Malfaz,True,16,
8898,8899,Bogdan Adrian,Ra√Ëal,True,25,True
8899,8900,Carlos Aitor,Veramendi,False,,
8900,8901,Carlos Efren,Amo,False,,
8901,8902,Carlos Segundo,Pe√Ëaloza,True,17,
8902,8903,Carmelo Juan,Arcega,True,16,
8903,8904,Christos,Lluch,False,,
8904,8905,Corpus,Cabot,False,,
8905,8906,Daniel Armando,Rusan,False,,
8906,8907,Daniel Stefan,Erce,True,21,False
8907,8908,David Roberto,Alanzor,True,20,
8908,8909,Diego Arturo,Ayma,True,24,False
8909,8910,Diego Leon,Otalora,True,20,
8910,8911,Diego Santiago,Prata,False,,
8911,8912,Dragos Ionut,El Morabit,True,19,
8912,8913,Edgar Alberto,Yanza,True,25,True
8913,8914,Edgaras,Dupuy,True,15,
8914,8915,Eduardo Felix,Bosques,False,,
8915,8916,El Amine,Agudiez,False,,
8916,8917,Erik Alexander,Barbeira,False,,
8917,8918,Esteban Carlos,Barco,True,25,True
8918,8919,Feliz,Carriches,True,19,
8919,8920,German Carlos,Orejas,True,23,True
8920,8921,Gon√Áalo,Itxaso,True,25,True
8921,8922,Gonzalo Angel,Abuin,False,,
8922,8923,Halim,Perello,False,,
8923,8924,Hamadou,Maciel,True,19,
8924,8925,Hassen,Moss,True,23,False
8925,8926,Hector Alfonso,Oana,True,17,
8926,8927,Heitor,Del Caz,False,,
8927,8928,Hernan Jose,Rachid,True,15,
8928,8929,Hugo Alfredo,El Idrissi,False,,
8929,8930,Ihsan,Mukhtar,True,18,
8930,8931,Israel Manuel,Suriol,False,,
8931,8932,Iuri,Maderuelo,True,18,
8932,8933,Jaime Jorge,Berlinches,True,21,False
8933,8934,Javier Sebastian,Bouazama,False,,
8934,8935,Joan J,Gaston,False,,
8935,8936,John Raymond,Faiz,False,,
8936,8937,Jose Cristo,Mengual,True,18,
8937,8938,Jose Prudencio,Morquecho,True,21,False
8938,8939,Josep Pere,Andrades,True,23,True
8939,8940,Jules,Iceta,False,,
8940,8941,Julian Eduardo,Amundarain,False,,
8941,8942,Julian Pablo,Cayetano,True,23,True
8942,8943,Kaba,Dieng,True,18,
8943,8944,Kenneth William,Richardson,False,,
8944,8945,Leopoldo Manuel,Civicos,False,,
8945,8946,Liviu Florin,De La Cal,False,,
8946,8947,Loay,Piedras,True,18,
8947,8948,Lorenzo David,Goas,True,21,False
8948,8949,Lucian Vasile,Garmendia,False,,
8949,8950,Lur,Costel,True,23,False
8950,8951,Manuel Eladio,Suau,True,25,True
8951,8952,Marcelino Antonio,Cebador,True,20,
8952,8953,Marco Daniel,Pike,False,,
8953,8954,Mario Oscar,Darne,True,16,
8954,8955,Martin Juan,Giurca,False,,
8955,8956,Matias Francisco,Cuervas,False,,
8956,8957,Mihai Marian,El Assri,False,,
8957,8958,Moncef,Prunera,False,,
8958,8959,Mouhamadou Moustapha,Nespereira,False,,
8959,8960,Narek,Lascurain,True,15,
8960,8961,Nazan,Mohr,True,22,False
8961,8962,Nazim,Eleta,True,20,
8962,8963,Neculae,Armijo,False,,
8963,8964,Olayo,Carazo,False,,
8964,8965,Oscar Domingo,Zarapuz,True,25,False
8965,8966,Oscar Jorge,Barrao,True,25,True
8966,8967,Pablo Anibal,Culebras,True,23,True
8967,8968,Peter Thomas,Yurrebaso,False,,
8968,8969,Ramon Arturo,Ibabe,True,17,
8969,8970,Ramon Elias,Menchero,True,23,False
8970,8971,Raul Jorge,Ouadi,True,22,True
8971,8972,Rene Alejandro,Braun,False,,
8972,8973,Rober,Viladegut,True,17,
8973,8974,Ruben Omar,Cadaval,True,22,False
8974,8975,Sebastian Eduardo,Cubells,False,,
8975,8976,Sebastian Ionut,Encinoso,False,,
8976,8977,Sergejs,Alquezar,False,,
8977,8978,Stefan Florin,Baleiron,True,25,True
8978,8979,Sultan,Jurado,True,19,
8979,8980,Tiago Manuel,Rumin,True,21,False
8980,8981,Vitor Hugo,Orbaneja,False,,
8981,8982,Yasine,Freijeiro,False,,
8982,8983,Yeremy,Magin,False,,
8983,8984,Alan Charles,Sanchez Palencia,True,21,False
8984,8985,Alatz,Hovhannisyan,True,21,True
8985,8986,Alberto Salvador,Nardiz,False,,
8986,8987,Alexander Antonio,Sanchez Infantes,True,17,
8987,8988,Alfonso Santiago,Femenias,True,24,True
8988,8989,Altaf,Gibernau,False,,
8989,8990,Alvaro Tomas,Centelles,True,15,
8990,8991,Amador Jose,Fiallega,True,16,
8991,8992,Andrei Vasile,Benete,False,,
8992,8993,Andrew Michael,Parent,False,,
8993,8994,Arno,Caimari,True,16,
8994,8995,Arseni,Benavent,True,24,False
8995,8996,Arturo Fernando,Zarcos,False,,
8996,8997,Bah,El Amrani,False,,
8997,8998,Bartolome Jose,Colas,True,19,
8998,8999,Bradley,Vallmitjana,True,22,False
8999,9000,Brian George,Huamani,True,16,
9000,9001,Bully,Enrique,False,,
9001,9002,Carlos Hernando,Escondrillas,False,,
9002,9003,Cesar Agustin,Gamito,False,,
9003,9004,Cesar Guillermo,Pedraz,True,15,
9004,9005,Cesar Martin,Barrantes,False,,
9005,9006,Cosmin Gabriel,Casabella,False,,
9006,9007,Cresencio,Lane,False,,
9007,9008,Cristian Patricio,Castilleja,True,25,True
9008,9009,Damian Antonio,Graus,True,23,False
9009,9010,Damiano,Arranz,False,,
9010,9011,Dan Cristian,Presencio,True,24,False
9011,9012,David Guillermo,Parets,False,,
9012,9013,Diarra,Sacaluga,True,17,
9013,9014,Diego Cesar,Pellisa,True,20,
9014,9015,Domingo Rafael,Galeote,True,18,
9015,9016,Domingo Tomas,Lladro,False,,
9016,9017,Eberhard,Matea,True,18,
9017,9018,Elias Miguel,Agharbi,False,,
9018,9019,Enetz,Ojanguren,True,16,
9019,9020,Eriberto,Murelaga,True,21,False
9020,9021,Ernesto Ramon,Gonzalez Gallego,True,25,True
9021,9022,Eukeni,Monta√Ëana,False,,
9022,9023,Fahad,Mudarra,True,18,
9023,9024,Felipe Alfonso,Musteata,False,,
9024,9025,Finn,Lougedo,True,23,True
9025,9026,Francisco Armando,Nikolova,False,,
9026,9027,Gabriel Vasile,Pencheva,True,15,
9027,9028,Georgi Petrov,Musoles,True,23,False
9028,9029,Gian Luca,Nobrega,True,16,
9029,9030,Gilberto Jose,Plaza,False,,
9030,9031,Gonzalo Ignacio,Lidon,True,23,True
9031,9032,Guillermo Tomas,Daranas,True,21,True
9032,9033,Gulzar,Sanvicente,True,16,
9033,9034,Hamma,Santas,False,,
9034,9035,Hilario Manuel,Staneva,False,,
9035,9036,Ignazio,Ma√Ëa,False,,
9036,9037,Ismael David,El Karkri,False,,
9037,9038,Ivan Jorge,Molano,False,,
9038,9039,Jaime Salvador,Grageda,True,23,False
9039,9040,Javier Guillermo,Bagan,True,22,False
9040,9041,Jerico,Gartzia,False,,
9041,9042,Jerson,Colubi,True,17,
9042,9043,Jhon Edison,Ambrosio,False,,
9043,9044,Joaquin Gabriel,Jimenez Ortiz,False,,
9044,9045,John Anderson,Colchon,True,23,True
9045,9046,Jovito,Graciani,False,,
9046,9047,Juan Ildefonso,Valcheva,False,,
9047,9048,Juan Isaac,Boubeta,True,17,
9048,9049,Juan Rodolfo,Millon,False,,
9049,9050,Justo Ramon,Zhong,True,24,True
9050,9051,Leandro Jesus,Bardales,True,21,False
9051,9052,Lev,Sandia,False,,
9052,9053,Livio,Bouanani,True,18,
9053,9054,Louay,Uriarte,False,,
9054,9055,Luis Norberto,Mayola,False,,
9055,9056,Manuel Blas,Laiz,True,22,False
9056,9057,Manuel Celestino,Pedrero,False,,
9057,9058,Manuel Ismael,Carre,True,21,True
